online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
Yes,No,3.7,0.0,Jayanagar,Quick Bites,"Fast Food, Rolls",300.0
Yes,No,3.3,396.0,Jayanagar,Quick Bites,"North Indian, Chinese",300.0
Yes,No,3.8,100.0,BTM,Cafe,"Cafe, North Indian, Chinese",700.0
Yes,No,3.7,16.0,BTM,"Beverage Shop, Quick Bites","Beverages, Fast Food",200.0
Yes,No,3.7,0.0,Bommanahalli,Sweet Shop,Mithai,250.0
Yes,No,4.1,464.0,BTM,Cafe,"Cafe, American, Italian, Continental, Chinese",500.0
Yes,No,3.5,31.0,BTM,Quick Bites,"North Indian, Biryani",300.0
Yes,Yes,4.0,484.5,JP Nagar,"Pub, Bar","Finger Food, Chinese, Continental",1175.0
Yes,No,3.6,10.0,JP Nagar,Cafe,"Cafe, American, Burger, Sandwich, Fast Food",500.0
Yes,No,2.9000000000000004,7.0,JP Nagar,"Takeaway, Delivery","South Indian, North Indian, Fast Food",300.0
Yes,No,3.1,39.0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400.0
Yes,No,3.7,0.0,Jayanagar,Bakery,Bakery,150.0
Yes,No,3.9,203.0,BTM,Quick Bites,"North Indian, Street Food",300.0
Yes,No,4.0,37.0,Jayanagar,"Bakery, Quick Bites","Bakery, Fast Food",400.0
Yes,No,4.0,99.0,JP Nagar,Quick Bites,"Biryani, Kebab",250.0
Yes,No,4.3,134.0,JP Nagar,Delivery,"Bakery, Desserts",300.0
Yes,No,3.1,7.0,JP Nagar,Quick Bites,"Fast Food, Finger Food",300.0
Yes,No,3.9,339.0,JP Nagar,Quick Bites,"Biryani, Fast Food",300.0
Yes,No,3.8,32.0,Jayanagar,Sweet Shop,"Desserts, Mithai",250.0
Yes,No,4.1,205.0,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",300.0
Yes,No,3.3,13.0,BTM,Delivery,"North Indian, Chinese",400.0
No,No,3.8,484.5,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",555.4315664479959
Yes,No,3.6,192.0,BTM,Delivery,Healthy Food,450.0
Yes,No,3.6,8.0,Jayanagar,Beverage Shop,Beverages,200.0
Yes,No,3.0,57.0,JP Nagar,Casual Dining,"Chinese, Thai",650.0
Yes,No,3.8,32.0,BTM,"Food Court, Dessert Parlor","Ice Cream, Bakery, Desserts",200.0
Yes,No,3.0,28.0,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500.0
Yes,No,3.4,9.0,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, North Indian",250.0
Yes,No,3.5,10.0,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",100.0
Yes,Yes,3.9,484.5,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Seafood, Biryani, Mangalorean",800.0
Yes,No,3.7,0.0,BTM,Cafe,"Burger, Cafe, Pizza, Fast Food",200.0
Yes,No,3.7,0.0,JP Nagar,Delivery,"North Indian, Continental",300.0
Yes,No,3.7,0.0,JP Nagar,Quick Bites,"Street Food, North Indian",250.0
Yes,No,3.0,57.0,Jayanagar,Quick Bites,"North Indian, Fast Food, Beverages, Momos",400.0
Yes,Yes,2.9000000000000004,90.0,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Seafood, Biryani, Chinese",800.0
Yes,No,3.8,57.0,BTM,Quick Bites,"Fast Food, Italian, Pizza",300.0
Yes,No,3.7,0.0,Jayanagar,"Takeaway, Delivery",North Indian,300.0
Yes,No,3.2,6.0,BTM,"Beverage Shop, Quick Bites",Tea,150.0
Yes,No,3.7,26.0,BTM,Quick Bites,"Biryani, Fast Food, North Indian",400.0
Yes,No,3.5,23.0,Jayanagar,Quick Bites,"South Indian, North Indian",300.0
Yes,No,3.9,261.0,JP Nagar,Quick Bites,"Biryani, Fast Food",300.0
Yes,No,3.2,23.0,BTM,"Takeaway, Delivery","Andhra, Biryani, North Indian",600.0
Yes,No,3.9,258.0,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500.0
Yes,No,3.4,30.0,BTM,Quick Bites,"Street Food, North Indian",300.0
Yes,No,3.3,6.0,JP Nagar,Quick Bites,"North Indian, Chinese",300.0
Yes,No,3.6,19.0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400.0
Yes,No,4.5,484.5,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",600.0
No,Yes,4.1,484.5,JP Nagar,"Casual Dining, Pub","Italian, Continental",1175.0
Yes,No,4.2,465.0,BTM,Quick Bites,"North Indian, Bihari",300.0
Yes,No,3.1,6.0,Jayanagar,Casual Dining,"North Indian, Chinese",550.0
Yes,No,3.4,54.0,BTM,Beverage Shop,Beverages,250.0
Yes,No,3.5,15.0,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600.0
Yes,No,3.4,6.0,JP Nagar,Quick Bites,North Indian,500.0
Yes,No,4.1,130.0,Jayanagar,Cafe,"Cafe, Italian, Pizza",650.0
Yes,No,3.1,55.0,JP Nagar,Quick Bites,"Rolls, Kebab, Biryani",200.0
Yes,No,3.4,6.0,JP Nagar,Quick Bites,South Indian,250.0
Yes,No,3.6,65.0,Bommanahalli,Casual Dining,"Chinese, North Indian, South Indian",400.0
Yes,No,4.0,23.0,BTM,Quick Bites,"North Indian, Fast Food, Beverages",400.0
Yes,No,4.0,187.0,BTM,Quick Bites,"Andhra, Biryani",400.0
Yes,No,4.1,138.0,JP Nagar,Casual Dining,"Pizza, Salad",800.0
Yes,No,4.1,484.5,BTM,Quick Bites,"Pizza, Italian, Beverages",700.0
Yes,No,3.5,8.0,BTM,Dessert Parlor,"Desserts, Ice Cream",250.0
Yes,No,3.6,29.0,Jayanagar,Food Court,"Chinese, Thai",400.0
Yes,Yes,4.1,484.5,JP Nagar,"Casual Dining, Pub","North Indian, Continental",1100.0
Yes,No,3.4,6.0,Jayanagar,Beverage Shop,Beverages,100.0
Yes,No,4.3,325.0,Jayanagar,Casual Dining,South Indian,400.0
Yes,No,3.7,23.0,JP Nagar,Quick Bites,"Mangalorean, Chinese",350.0
Yes,No,3.6,26.0,BTM,Quick Bites,South Indian,100.0
Yes,No,3.6,20.0,Jayanagar,Quick Bites,"Beverages, Fast Food",250.0
Yes,No,3.7,15.0,Bannerghatta Road,Dessert Parlor,Ice Cream,400.0
Yes,No,3.2,12.0,Jayanagar,Dessert Parlor,"Desserts, Momos",200.0
Yes,No,3.7,0.0,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",200.0
Yes,Yes,3.8,72.0,JP Nagar,Quick Bites,"Roast Chicken, Burger",400.0
Yes,No,3.6,18.0,Jayanagar,Beverage Shop,"Beverages, Juices, Ice Cream",150.0
Yes,No,3.7,22.0,Bannerghatta Road,Delivery,North Indian,400.0
Yes,No,3.8,87.0,Bannerghatta Road,"Takeaway, Delivery","Fast Food, Momos",100.0
Yes,No,3.2,20.0,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani, Mexican",700.0
Yes,No,3.2,45.0,Bannerghatta Road,Delivery,"North Indian, Chinese, South Indian",400.0
Yes,No,3.5,5.0,BTM,Quick Bites,"Cafe, Burger, Sandwich, Beverages",150.0
Yes,No,3.7,0.0,Bannerghatta Road,Dessert Parlor,Bakery,150.0
Yes,No,3.7,0.0,JP Nagar,Quick Bites,"Fast Food, Italian, North Indian, Steak",700.0
Yes,No,3.8,32.0,Bannerghatta Road,Quick Bites,South Indian,150.0
Yes,No,3.7,20.0,BTM,Quick Bites,"South Indian, North Indian, Chinese",300.0
Yes,No,2.9000000000000004,50.0,Bannerghatta Road,"Quick Bites, Cafe","Chinese, Fast Food, Cafe, Street Food, Finger Food",650.0
Yes,Yes,4.1,484.5,Jayanagar,Casual Dining,"Italian, Mexican",900.0
Yes,No,3.7,46.0,Jayanagar,Quick Bites,Biryani,200.0
Yes,Yes,4.0,350.0,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1175.0
Yes,No,3.8,90.0,Banashankari,Cafe,Cafe,650.0
Yes,No,3.9,191.0,BTM,Quick Bites,"Biryani, Fast Food",300.0
Yes,No,3.2,4.0,JP Nagar,Quick Bites,"Burger, Fast Food, Desserts, Sandwich",300.0
Yes,No,2.9000000000000004,208.0,JP Nagar,Casual Dining,"Chinese, South Indian, North Indian",650.0
Yes,No,3.5,11.0,BTM,Delivery,Bakery,250.0
Yes,No,3.1,14.0,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250.0
Yes,Yes,3.6,164.0,Kumaraswamy Layout,Casual Dining,"Goan, Seafood, North Indian, Chinese, Biryani",800.0
Yes,No,3.2,146.0,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls",350.0
Yes,No,3.8,75.0,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200.0
Yes,No,3.9,92.0,JP Nagar,Quick Bites,"South Indian, North Indian, Fast Food",300.0
Yes,No,3.9,126.0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0
Yes,Yes,4.0,484.5,JP Nagar,Casual Dining,"Continental, Italian, Beverages",1175.0
Yes,No,3.5,56.0,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0
Yes,No,3.7,0.0,Jayanagar,Quick Bites,"South Indian, Chinese",300.0
No,No,4.3,357.0,JP Nagar,Casual Dining,"North Indian, South Indian",1175.0
Yes,Yes,2.9000000000000004,80.0,Jayanagar,Casual Dining,"North Indian, Mughlai, Chinese, South Indian, Mangalorean",700.0
Yes,No,3.2,9.0,Bannerghatta Road,Quick Bites,"South Indian, Chinese, North Indian, Seafood",400.0
Yes,No,3.4,35.0,BTM,"Cafe, Quick Bites","Cafe, Chinese, Fast Food, Burger, North Indian",500.0
Yes,No,4.1,295.0,BTM,Casual Dining,"Biryani, Chinese, Mughlai, Fast Food, Kebab",700.0
Yes,No,3.7,0.0,Marathahalli,Dhaba,"North Indian, Fast Food, Beverages",250.0
Yes,No,3.1,39.0,Kumaraswamy Layout,Quick Bites,North Indian,300.0
No,No,3.8,117.0,JP Nagar,Quick Bites,"North Indian, Chinese, Biryani",350.0
Yes,No,3.8,243.0,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650.0
Yes,Yes,4.2,484.5,JP Nagar,Casual Dining,"Andhra, North Indian",800.0
Yes,No,3.0,11.0,BTM,Quick Bites,"Biryani, North Indian",300.0
Yes,No,3.8,95.0,Bannerghatta Road,Food Court,"Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0
Yes,No,3.4,10.0,BTM,Beverage Shop,"Beverages, Ice Cream",150.0
Yes,No,3.7,0.0,Kumaraswamy Layout,Quick Bites,"North Indian, South Indian",150.0
Yes,No,3.6,484.5,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Chinese",550.0
Yes,No,3.8,14.0,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese",600.0
Yes,No,4.5,233.0,Jayanagar,Cafe,"Cafe, Beverages",400.0
Yes,No,3.9,484.5,BTM,Quick Bites,"North Indian, Chinese",500.0
Yes,No,4.0,310.0,Jayanagar,Cafe,"Cafe, Continental, Asian",750.0
Yes,No,4.1,166.0,Jayanagar,Quick Bites,"Biryani, Fast Food",400.0
Yes,No,3.3,59.0,BTM,Quick Bites,Biryani,300.0
Yes,No,3.7,42.0,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",400.0
Yes,No,3.8,273.0,BTM,Casual Dining,"North Indian, Continental, Chinese, Steak",900.0
Yes,No,3.7,51.0,Bannerghatta Road,Quick Bites,North Indian,300.0
Yes,No,3.7,133.0,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0
Yes,No,2.9000000000000004,298.0,Bommanahalli,Quick Bites,"Biryani, North Indian, Chinese",450.0
Yes,No,3.3,4.0,JP Nagar,Quick Bites,"Biryani, South Indian",200.0
Yes,No,3.6,6.0,BTM,Dessert Parlor,Ice Cream,300.0
No,No,3.1,97.0,JP Nagar,Casual Dining,"Chettinad, South Indian",650.0
Yes,No,3.2,136.0,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Biryani",500.0
Yes,No,3.5,10.0,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",400.0
Yes,No,3.6,34.0,JP Nagar,Dessert Parlor,"Ice Cream, Desserts",300.0
Yes,No,3.7,21.0,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food, Beverages",250.0
Yes,No,3.5,11.0,Kumaraswamy Layout,Quick Bites,North Indian,400.0
No,Yes,4.2,484.5,JP Nagar,Casual Dining,Rajasthani,1175.0
No,No,3.9,61.0,JP Nagar,"Takeaway, Delivery","Kerala, Seafood, Biryani, Desserts",400.0
No,No,3.5,12.0,JP Nagar,Quick Bites,"Fast Food, Juices, Street Food",100.0
Yes,No,3.6,30.0,Bannerghatta Road,Quick Bites,"South Indian, Biryani",300.0
Yes,No,3.8,129.0,BTM,Quick Bites,"North Indian, Chinese",400.0
Yes,No,3.1,73.0,Kumaraswamy Layout,Quick Bites,"Biryani, Kebab",300.0
Yes,No,3.8,42.0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0
Yes,No,3.7,37.0,JP Nagar,Quick Bites,Healthy Food,300.0
No,No,3.2,16.0,BTM,Quick Bites,"Fast Food, Beverages",300.0
No,No,3.2,9.0,BTM,Quick Bites,Street Food,100.0
Yes,No,4.0,484.5,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",1000.0
Yes,No,3.8,30.0,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",400.0
No,No,3.8,72.0,JP Nagar,Bakery,"Bakery, Desserts",200.0
Yes,No,3.6,29.0,BTM,Quick Bites,"Kerala, South Indian",400.0
Yes,No,3.7,0.0,Bommanahalli,Beverage Shop,Juices,100.0
Yes,No,3.7,28.0,Kumaraswamy Layout,Quick Bites,South Indian,100.0
No,No,4.3,251.0,JP Nagar,Dessert Parlor,"Ice Cream, Desserts",200.0
Yes,No,4.1,484.5,Bannerghatta Road,Quick Bites,North Indian,400.0
Yes,No,2.9000000000000004,35.0,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250.0
Yes,No,3.0,39.0,JP Nagar,Quick Bites,"Biryani, South Indian, Kebab",300.0
Yes,No,3.7,0.0,Bannerghatta Road,Bakery,Bakery,400.0
Yes,No,3.7,0.0,BTM,Delivery,"Andhra, North Indian",300.0
Yes,No,3.7,0.0,JP Nagar,Quick Bites,"North Indian, Chinese",300.0
Yes,No,4.0,484.5,BTM,Delivery,"Biryani, Chinese, Mughlai, Fast Food, Kebab",500.0
Yes,No,3.4,9.0,JP Nagar,Delivery,"North Indian, BBQ, Biryani, Kebab",450.0
Yes,No,4.0,113.0,JP Nagar,Quick Bites,"Street Food, South Indian",200.0
Yes,Yes,3.9,484.5,JP Nagar,Cafe,"Cafe, Continental, North Indian",800.0
Yes,No,3.4,17.0,BTM,Delivery,"Biryani, North Indian",600.0
Yes,No,3.9,484.5,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0
Yes,No,3.5,177.0,BTM,Quick Bites,"Bengali, North Indian, Chinese",500.0
Yes,No,3.7,44.0,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550.0
Yes,No,3.7,0.0,Bommanahalli,"Takeaway, Delivery",Desserts,800.0
Yes,No,3.3,6.0,BTM,Quick Bites,"North Indian, BBQ",350.0
Yes,No,3.5,13.0,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Chinese",700.0
Yes,Yes,3.9,484.5,Bannerghatta Road,Casual Dining,North Indian,900.0
No,No,3.7,0.0,JP Nagar,Quick Bites,"Fast Food, Beverages, Sandwich",600.0
Yes,No,3.5,90.0,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0
Yes,No,3.3,43.0,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese",700.0
Yes,No,3.9,91.0,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300.0
No,No,3.7,0.0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",250.0
Yes,No,3.7,127.0,JP Nagar,Cafe,"Cafe, Italian, Desserts",700.0
Yes,No,3.6,96.0,JP Nagar,Casual Dining,"Biryani, North Indian, Chinese",600.0
Yes,No,3.0,74.0,Kanakapura Road,Casual Dining,"Andhra, North Indian, Chinese",700.0
Yes,No,3.7,218.0,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",500.0
Yes,No,2.9000000000000004,154.0,Bannerghatta Road,Quick Bites,Bengali,600.0
No,No,3.7,24.0,JP Nagar,Dessert Parlor,"Desserts, Bakery",300.0
Yes,No,3.3,6.0,Bannerghatta Road,Quick Bites,"Continental, Chinese, North Indian",500.0
Yes,No,2.9000000000000004,22.0,Bannerghatta Road,"Bakery, Quick Bites","Bakery, Desserts",400.0
Yes,No,3.6,71.0,BTM,Quick Bites,"North Indian, Chinese, Kebab",350.0
Yes,No,3.4,239.0,BTM,Delivery,"North Indian, Chinese",400.0
Yes,No,4.1,210.0,Jayanagar,"Dessert Parlor, Beverage Shop","Beverages, Desserts",150.0
No,Yes,4.3,484.5,JP Nagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0
Yes,No,3.6,142.0,Jayanagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0
No,No,3.4,6.0,JP Nagar,Dessert Parlor,Ice Cream,200.0
No,No,3.8,82.0,JP Nagar,"Lounge, Bar","Pizza, Continental, North Indian, Chinese",1000.0
Yes,No,4.1,484.5,JP Nagar,Delivery,"Chinese, North Indian",500.0
Yes,No,4.2,9.0,BTM,Quick Bites,"Street Food, Fast Food",250.0
No,No,3.7,0.0,JP Nagar,Beverage Shop,"Beverages, Desserts",200.0
Yes,Yes,4.2,239.0,JP Nagar,"Casual Dining, Cafe","Cafe, Asian, Burger, Continental, Italian, Salad",600.0
Yes,No,4.3,484.5,JP Nagar,Casual Dining,North Indian,800.0
Yes,No,3.3,4.0,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",150.0
Yes,Yes,3.7,0.0,JP Nagar,Casual Dining,"North Indian, Seafood",600.0
No,No,3.2,10.0,JP Nagar,Delivery,Biryani,300.0
Yes,No,3.8,86.0,Bannerghatta Road,Delivery,"American, Sandwich",600.0
Yes,Yes,3.8,362.0,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese, Rajasthani",600.0
Yes,Yes,3.8,256.0,Bannerghatta Road,Casual Dining,"Andhra, North Indian, Chinese, Seafood",800.0
Yes,No,3.5,20.0,Bannerghatta Road,Quick Bites,Mangalorean,350.0
No,No,3.9,56.0,JP Nagar,Bakery,"Bakery, Desserts",350.0
No,No,3.7,0.0,JP Nagar,Beverage Shop,"Juices, Beverages",200.0
No,No,2.9000000000000004,177.0,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0
Yes,No,3.9,202.0,Bannerghatta Road,Quick Bites,"North Indian, Chinese",250.0
Yes,No,4.2,421.0,Bannerghatta Road,Casual Dining,"Chinese, Thai",700.0
Yes,No,3.6,15.0,BTM,Quick Bites,"North Indian, Chinese, Arabian",700.0
Yes,No,3.9,84.0,Jayanagar,Sweet Shop,"Mithai, Street Food",400.0
Yes,No,3.7,0.0,Bannerghatta Road,Quick Bites,Continental,400.0
Yes,No,4.0,484.5,Bannerghatta Road,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800.0
Yes,No,3.8,106.0,JP Nagar,Delivery,"Biryani, South Indian, Andhra",350.0
No,Yes,3.9,48.0,JP Nagar,Casual Dining,"North Indian, Continental, Chinese",900.0
Yes,No,3.7,32.0,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",800.0
No,No,3.8,484.5,JP Nagar,Casual Dining,North Indian,600.0
Yes,No,3.7,70.0,BTM,"Takeaway, Delivery",Andhra,300.0
No,No,3.2,6.0,JP Nagar,Casual Dining,"North Indian, Chinese, Assamese",800.0
No,No,3.7,0.0,JP Nagar,Dessert Parlor,Ice Cream,200.0
Yes,Yes,4.3,484.5,Jayanagar,Casual Dining,"Chinese, Momos",1175.0
Yes,No,4.0,109.0,BTM,Quick Bites,North Indian,300.0
Yes,No,3.9,130.0,Jayanagar,Quick Bites,"North Indian, Biryani",400.0
Yes,No,3.6,16.0,BTM,Quick Bites,"Fast Food, Beverages, Sandwich",300.0
Yes,No,3.5,12.0,BTM,Quick Bites,Fast Food,250.0
Yes,No,3.3,5.0,Bannerghatta Road,Quick Bites,"Fast Food, Chinese, Beverages",250.0
Yes,No,3.7,109.0,Bannerghatta Road,Quick Bites,Mangalorean,600.0
Yes,No,4.0,233.0,Jayanagar,Quick Bites,"South Indian, Chinese",400.0
Yes,No,3.9,38.0,JP Nagar,Quick Bites,Pizza,400.0
Yes,No,3.5,14.0,JP Nagar,Quick Bites,South Indian,300.0
Yes,No,3.7,0.0,JP Nagar,Delivery,"North Indian, South Indian, Chinese, Continental",500.0
Yes,No,3.7,0.0,South Bangalore,Delivery,North Indian,500.0
No,Yes,4.1,468.0,JP Nagar,Casual Dining,"Konkan, Mangalorean, North Indian, Seafood",700.0
Yes,No,4.0,484.5,BTM,Casual Dining,Rajasthani,500.0
Yes,No,3.7,0.0,BTM,Quick Bites,"American, Continental",200.0
Yes,No,3.8,18.0,Bannerghatta Road,Casual Dining,"Maharashtrian, Seafood",700.0
No,No,3.9,115.0,JP Nagar,Quick Bites,South Indian,200.0
No,No,3.3,9.0,JP Nagar,Food Court,"Mexican, Fast Food",400.0
No,No,3.7,0.0,JP Nagar,Quick Bites,South Indian,300.0
Yes,No,3.2,4.0,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300.0
Yes,No,3.7,0.0,JP Nagar,Delivery,"American, Continental",200.0
Yes,No,4.1,484.5,JP Nagar,Casual Dining,"Chinese, Momos",700.0
Yes,No,4.0,118.0,JP Nagar,Casual Dining,"Chinese, Thai",600.0
Yes,No,3.6,35.0,BTM,Quick Bites,Fast Food,300.0
Yes,No,3.4,7.0,Bannerghatta Road,Beverage Shop,Beverages,300.0
Yes,No,3.5,12.0,BTM,Quick Bites,"Fast Food, Beverages",400.0
No,No,3.2,63.0,JP Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600.0
Yes,No,3.1,18.0,BTM,Casual Dining,"North Indian, Chinese",450.0
Yes,No,3.9,68.0,BTM,Casual Dining,"North Indian, Arabian, Chinese",1000.0
Yes,No,3.8,217.0,JP Nagar,Quick Bites,North Indian,450.0
Yes,No,3.6,16.0,JP Nagar,Casual Dining,South Indian,400.0
Yes,No,3.7,31.0,BTM,Quick Bites,"Arabian, Chinese, North Indian, Kerala, Juices",400.0
No,No,3.2,8.0,JP Nagar,Quick Bites,North Indian,300.0
No,No,3.5,134.0,JP Nagar,Casual Dining,"North Indian, Chinese",650.0
Yes,No,3.5,9.0,South Bangalore,Food Truck,"Mughlai, Arabian, BBQ",200.0
Yes,No,3.6,18.0,JP Nagar,Mess,Gujarati,200.0
No,No,2.9000000000000004,60.0,JP Nagar,Quick Bites,"Andhra, Biryani",400.0
Yes,No,3.8,232.0,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese",600.0
Yes,Yes,3.8,484.5,JP Nagar,Casual Dining,North Indian,600.0
Yes,No,4.0,181.0,JP Nagar,Casual Dining,"North Indian, Chinese, Biryani, Hyderabadi",550.0
Yes,No,3.7,32.0,BTM,"Pub, Casual Dining","Finger Food, Continental, Chinese",900.0
No,No,3.7,203.0,JP Nagar,Casual Dining,"North Indian, Continental, Italian",900.0
Yes,No,3.9,315.0,Jayanagar,Quick Bites,"Street Food, Maharashtrian",300.0
Yes,No,3.4,10.0,Bannerghatta Road,Delivery,"North Indian, Chinese",600.0
No,No,3.1,138.0,JP Nagar,Quick Bites,"Fast Food, Rolls, Momos",300.0
No,No,2.9000000000000004,27.0,JP Nagar,"Bakery, Quick Bites",Bakery,400.0
Yes,No,3.7,0.0,BTM,Quick Bites,"Chinese, Momos",300.0
Yes,No,3.5,12.0,BTM,Quick Bites,North Indian,300.0
Yes,No,3.0,68.0,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250.0
No,No,3.7,0.0,JP Nagar,Casual Dining,North Indian,800.0
No,No,3.6,14.0,JP Nagar,Bakery,"Bakery, Desserts",300.0
No,No,3.7,0.0,JP Nagar,"Takeaway, Delivery",Seafood,300.0
No,No,3.3,7.0,JP Nagar,"Takeaway, Delivery","Italian, Pizza",600.0
No,No,4.0,194.0,JP Nagar,Casual Dining,"South Indian, Biryani, North Indian",500.0
Yes,No,3.7,195.0,BTM,Quick Bites,North Indian,400.0
Yes,Yes,3.8,484.5,Jayanagar,Casual Dining,"North Indian, Mughlai, Biryani",1175.0
Yes,No,3.7,0.0,Bannerghatta Road,Quick Bites,"Momos, American",600.0
Yes,No,2.9000000000000004,22.0,JP Nagar,Delivery,"North Indian, Chinese",400.0
Yes,No,3.6,60.0,JP Nagar,Quick Bites,Pizza,500.0
No,No,2.9000000000000004,176.0,JP Nagar,Casual Dining,North Indian,450.0
No,No,3.3,4.0,JP Nagar,Dessert Parlor,"Ice Cream, Beverages",200.0
No,No,3.7,0.0,JP Nagar,"Bakery, Dessert Parlor","Bakery, Desserts",1000.0
No,No,3.7,0.0,JP Nagar,Delivery,Continental,700.0
No,No,3.7,0.0,JP Nagar,Quick Bites,South Indian,150.0
Yes,No,3.0,61.0,BTM,Cafe,Cafe,650.0
Yes,No,2.9000000000000004,20.0,JP Nagar,Beverage Shop,"Juices, Fast Food",150.0
No,No,3.7,18.0,JP Nagar,Quick Bites,"Fast Food, Burger",450.0
Yes,No,3.3,9.0,JP Nagar,"Takeaway, Delivery","North Indian, Biryani",600.0
No,No,3.5,10.0,JP Nagar,Quick Bites,"South Indian, Biryani, Chinese",400.0
Yes,Yes,3.5,432.0,Jayanagar,Casual Dining,North Indian,800.0
No,No,3.5,15.0,JP Nagar,Delivery,"North Indian, South Indian",400.0
No,No,3.6,25.0,JP Nagar,Casual Dining,"North Indian, Bengali, Chinese",550.0
No,No,3.7,0.0,JP Nagar,Quick Bites,"South Indian, North Indian",300.0
No,No,3.2,4.0,JP Nagar,Casual Dining,"North Indian, Chinese, Mughlai",600.0
No,No,3.6,34.0,JP Nagar,Quick Bites,Healthy Food,300.0
No,No,3.7,0.0,JP Nagar,"Takeaway, Delivery","Chinese, BBQ, North Indian, Fast Food",500.0
No,No,3.7,0.0,JP Nagar,Delivery,"North Indian, Kashmiri",400.0
No,No,3.7,0.0,JP Nagar,Bakery,"Bakery, Desserts",200.0
No,No,3.7,0.0,JP Nagar,Quick Bites,"North Indian, Rajasthani",500.0
No,No,3.7,0.0,JP Nagar,Quick Bites,"Fast Food, Tea",150.0
No,No,3.7,0.0,JP Nagar,"Takeaway, Delivery",Fast Food,300.0
No,No,3.7,0.0,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",400.0
No,No,3.7,0.0,JP Nagar,Quick Bites,"Street Food, Fast Food",250.0
No,No,3.7,0.0,JP Nagar,Casual Dining,"Andhra, Chinese, North Indian, South Indian",450.0
No,No,3.7,0.0,JP Nagar,Quick Bites,"North Indian, Street Food",250.0
No,No,3.7,0.0,JP Nagar,"Takeaway, Delivery","Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0
No,No,3.7,0.0,JP Nagar,Cafe,Cafe,500.0
No,No,3.7,48.0,JP Nagar,Casual Dining,"North Indian, Fast Food, Street Food",800.0
No,No,3.2,7.0,JP Nagar,Quick Bites,North Indian,200.0
No,No,3.7,0.0,JP Nagar,Quick Bites,Fast Food,250.0
